source,fips,value,date
43,13139,1.67983E-05,12/31/2017
43,13141,0.000382926,12/31/2017
43,13143,0.00378013,12/31/2017
43,13145,0.000230884,12/31/2017
43,13147,0,12/31/2017
43,13149,0,12/31/2017
43,13151,3.01538E-05,12/31/2017
43,13153,1.31401E-05,12/31/2017
43,13155,0.00040881,12/31/2017
43,13157,0,12/31/2017
43,13159,0,12/31/2017
43,13161,0.000279221,12/31/2017
43,13163,0.000242695,12/31/2017
43,13165,0.000221244,12/31/2017
43,13167,0,12/31/2017
43,13169,6.92183E-05,12/31/2017
43,13171,0.000108057,12/31/2017
43,13173,0.018788828,12/31/2017
43,13175,0.000243132,12/31/2017
43,13177,0,12/31/2017
43,13179,3.18012E-05,12/31/2017
43,13181,0.000661209,12/31/2017
43,13183,0.000708021,12/31/2017
43,13185,6.65773E-05,12/31/2017
43,13187,0,12/31/2017
43,13189,0.000279481,12/31/2017
43,13191,0,12/31/2017
43,13193,0,12/31/2017
43,13195,6.90731E-05,12/31/2017
43,13197,0,12/31/2017
43,13199,0,12/31/2017
43,13201,0,12/31/2017
43,13205,0.000924124,12/31/2017
43,13207,0.000563267,12/31/2017
43,13209,0.000502579,12/31/2017
43,13211,0.00010967,12/31/2017
43,13213,0,12/31/2017
43,13215,0.00010979,12/31/2017
43,13217,0,12/31/2017
43,13219,0,12/31/2017
43,13221,0.000242656,12/31/2017
43,13223,5.9628E-05,12/31/2017
43,13225,0,12/31/2017
43,13227,0.000200524,12/31/2017
43,13229,0.000953635,12/31/2017
43,13231,0,12/31/2017
43,13233,0.000221172,12/31/2017
43,13235,0.00061019,12/31/2017
43,13237,0,12/31/2017
43,13239,0.000923126,12/31/2017
43,13241,0,12/31/2017
43,13243,0.003092356,12/31/2017
43,13245,0,12/31/2017
43,13247,2.23265E-05,12/31/2017
43,13249,0,12/31/2017
43,13251,0.000140734,12/31/2017
43,13253,0.004658541,12/31/2017
43,13255,0.002731562,12/31/2017
43,13257,7.70923E-05,12/31/2017
43,13259,0,12/31/2017
43,13261,0,12/31/2017
43,13263,0.000430591,12/31/2017
43,13265,0.001071307,12/31/2017
43,13267,3.73291E-05,12/31/2017
43,13269,0.00036322,12/31/2017
43,13271,0.000120906,12/31/2017
43,13273,0.002129955,12/31/2017
43,13275,0,12/31/2017
43,13277,0.000586832,12/31/2017
43,13279,0.00068953,12/31/2017
43,13281,0.000176809,12/31/2017
43,13283,0.000292578,12/31/2017
43,13285,0.000536031,12/31/2017
43,13287,0.003421953,12/31/2017
43,13289,0.001139295,12/31/2017
43,13291,0.000212972,12/31/2017
43,13293,0.0003463,12/31/2017
43,13295,0.00013936,12/31/2017
43,13297,1.0691E-05,12/31/2017
43,13299,0,12/31/2017
43,13301,0.001241527,12/31/2017
43,13303,0.000131019,12/31/2017
43,13305,0.000196006,12/31/2017
43,13307,0.006617551,12/31/2017
43,13309,0,12/31/2017
43,13311,0.000523859,12/31/2017
43,13313,0.003411972,12/31/2017
43,13315,0.000355304,12/31/2017
43,13317,0.00056642,12/31/2017
43,13319,0.0013563,12/31/2017
43,13321,0.000854409,12/31/2017
43,15001,0,12/31/2017
43,15003,6.7841E-06,12/31/2017
43,46115,0.002122477,12/31/2017
43,46117,0.001847485,12/31/2017
43,46119,0.005400618,12/31/2017
43,46121,0,12/31/2017
43,46123,0.003460711,12/31/2017
43,46125,0,12/31/2017
43,46127,0.001471461,12/31/2017
43,46129,0.0262106,12/31/2017
43,46135,3.48718E-05,12/31/2017
43,46137,0.001420514,12/31/2017
43,47001,6.06732E-05,12/31/2017
43,47003,8.43253E-05,12/31/2017
43,47005,0,12/31/2017
43,47007,0.000246713,12/31/2017
43,47009,8.82588E-05,12/31/2017
43,47011,1.90563E-05,12/31/2017
43,47013,4.96055E-05,12/31/2017
43,47015,0.000142748,12/31/2017
43,47017,0,12/31/2017
43,47019,7.55231E-05,12/31/2017
43,47021,0,12/31/2017
43,47023,0.009960062,12/31/2017
43,47025,0,12/31/2017
43,47027,0.000257091,12/31/2017
43,47029,0.000201683,12/31/2017
43,47031,0,12/31/2017
43,47033,0.000320335,12/31/2017
43,47035,6.79119E-05,12/31/2017
43,47037,3.05211E-05,12/31/2017
43,47039,0,12/31/2017
43,47041,0.000101934,12/31/2017
43,47043,0.001285159,12/31/2017
43,47045,0.000142336,12/31/2017
43,47047,5.02209E-05,12/31/2017
43,47049,0.001123188,12/31/2017
43,47051,0,12/31/2017
43,47053,9.47169E-05,12/31/2017
43,47055,0.000735091,12/31/2017
43,47057,0,12/31/2017
43,47059,0,12/31/2017
43,47061,0.000810366,12/31/2017
43,47063,0.000102097,12/31/2017
43,47065,1.1811E-05,12/31/2017
43,47067,0,12/31/2017
43,47069,0,12/31/2017
43,47071,0.000756124,12/31/2017
43,47073,3.50252E-05,12/31/2017
43,47075,0.000237799,12/31/2017
43,47077,0.000308836,12/31/2017
43,47079,0.000947853,12/31/2017
43,47081,8.06256E-05,12/31/2017
43,47083,0,12/31/2017
43,47085,0.000341477,12/31/2017
43,47087,0.033757259,12/31/2017
43,47089,5.22942E-05,12/31/2017
43,47091,0,12/31/2017
43,47093,0.000205286,12/31/2017
43,47095,0.004592466,12/31/2017
43,47097,0.000298221,12/31/2017
43,47099,4.63828E-05,12/31/2017
43,47101,0.000549115,12/31/2017
43,47103,0,12/31/2017
43,47105,0,12/31/2017
43,47107,0.000187895,12/31/2017
43,47109,0.00248221,12/31/2017
43,47111,0.000265223,12/31/2017
43,47113,0.000113015,12/31/2017
43,47115,0.000167208,12/31/2017
43,47117,0.000559928,12/31/2017
43,47119,0.000220987,12/31/2017
43,47121,0.001042016,12/31/2017
43,47123,5.87918E-05,12/31/2017
43,47125,0.000193313,12/31/2017
43,47127,0,12/31/2017
43,47129,0,12/31/2017
43,47131,0,12/31/2017
43,47133,0.000240705,12/31/2017
43,47135,0.00032081,12/31/2017
43,47137,0.000389566,12/31/2017
43,47139,0,12/31/2017
43,47141,0.000807293,12/31/2017
43,47143,0.000119218,12/31/2017
43,47145,0.000103018,12/31/2017
43,47147,0.001257169,12/31/2017
43,47149,0.00214033,12/31/2017
43,47151,0,12/31/2017
43,47153,0,12/31/2017
43,47155,2.06808E-05,12/31/2017
43,47157,7.08596E-05,12/31/2017
43,47159,0.00146325,12/31/2017
43,47161,0.003924734,12/31/2017
43,47163,1.26214E-05,12/31/2017
43,47165,0,12/31/2017
43,47167,0,12/31/2017
43,47169,0.001747384,12/31/2017
43,47171,0.000110796,12/31/2017
43,47173,0.000292574,12/31/2017
43,47175,0.000821525,12/31/2017
43,47177,4.91293E-05,12/31/2017
43,47179,0,12/31/2017
43,47181,0.006917108,12/31/2017
43,47183,5.8488E-05,12/31/2017
43,47185,0,12/31/2017
43,47187,1.60154E-05,12/31/2017
43,47189,1.04236E-05,12/31/2017
43,48001,5.33666E-05,12/31/2017
43,48003,0.001928622,12/31/2017
43,48005,3.51398E-05,12/31/2017
43,48007,7.95542E-05,12/31/2017
43,48009,0.00016176,12/31/2017
43,48011,0,12/31/2017
43,48013,5.41691E-05,12/31/2017
43,48015,0.007189238,12/31/2017
43,48017,0.000178122,12/31/2017
43,48019,0.000381827,12/31/2017
43,48021,0.000342425,12/31/2017
43,48023,0.000548442,12/31/2017
43,48025,3.86298E-05,12/31/2017
43,48027,1.83162E-05,12/31/2017
43,48029,1.04413E-06,12/31/2017
43,48031,0,12/31/2017
43,48033,0.003281544,12/31/2017
43,48035,0,12/31/2017
43,48037,2.10978E-05,12/31/2017
43,48039,3.19737E-06,12/31/2017
43,48041,0,12/31/2017
43,48043,0.075325707,12/31/2017
43,48045,0.001092665,12/31/2017
43,48047,0.000457705,12/31/2017
43,48049,0,12/31/2017
43,48051,0.006897821,12/31/2017
43,48053,8.6011E-05,12/31/2017
43,48055,0,12/31/2017
43,48057,0.000173821,12/31/2017
43,48059,0,12/31/2017
43,48061,0,12/31/2017
43,48063,0.000324311,12/31/2017
43,48065,0.013307457,12/31/2017
43,48067,0,12/31/2017
43,48069,0.001642277,12/31/2017
43,48071,0.004960473,12/31/2017
43,48073,0.000150093,12/31/2017
43,48075,0.000402705,12/31/2017
43,48077,0.000190519,12/31/2017
43,48079,0.001751798,12/31/2017
43,48081,0.000341653,12/31/2017
43,48083,0.000234563,12/31/2017
43,48085,0,12/31/2017
43,48087,0.028855462,12/31/2017
43,48089,0.000185146,12/31/2017
43,48091,2.2647E-05,12/31/2017
43,48093,0.000234271,12/31/2017
43,48095,0.00051205,12/31/2017
43,48097,0.001438227,12/31/2017
43,48099,0,12/31/2017
43,48101,0.004536504,12/31/2017
43,48103,0,12/31/2017
43,48105,0,12/31/2017
43,48107,0.000455753,12/31/2017
43,48109,0.004026252,12/31/2017
43,48111,0.006600497,12/31/2017
43,48113,2.61932E-05,12/31/2017
43,48115,0.000150858,12/31/2017
43,48117,0.00052132,12/31/2017
43,48119,0.001344494,12/31/2017
43,48121,0,12/31/2017
43,48123,0.000162099,12/31/2017
43,48125,0.00088826,12/31/2017
43,48127,0.000328579,12/31/2017
43,48129,0,12/31/2017
43,48131,0.104790429,12/31/2017
43,48133,0.000644158,12/31/2017
43,48135,1.06547E-05,12/31/2017
43,48137,0.000935807,12/31/2017
43,48139,0.000170471,12/31/2017
43,48141,2.46101E-06,12/31/2017
43,48143,0.000225407,12/31/2017
43,48145,0.010475612,12/31/2017
43,48147,0.000271296,12/31/2017
43,48149,0.000151942,12/31/2017
43,48151,0.001692548,12/31/2017
43,48153,0.001274295,12/31/2017
43,48155,0,12/31/2017
43,48157,3.88755E-05,12/31/2017
43,48159,0,12/31/2017
43,48161,0.000989454,12/31/2017
43,48163,0.000103375,12/31/2017
43,48165,0,12/31/2017
43,48167,4.18244E-06,12/31/2017
43,48169,0.000293143,12/31/2017
43,48171,0.000179735,12/31/2017
43,48173,0,12/31/2017
43,48175,0.016761409,12/31/2017
43,48177,0,12/31/2017
43,48179,0.00054717,12/31/2017
43,48181,8.58187E-05,12/31/2017
43,48183,6.08326E-05,12/31/2017
43,48185,7.22088E-05,12/31/2017
43,48187,0.000213143,12/31/2017
43,48189,0,12/31/2017
43,48191,0,12/31/2017
43,48193,0,12/31/2017
43,48195,0.004656613,12/31/2017
43,48197,0.000297066,12/31/2017
43,48199,0,12/31/2017
43,48201,0,12/31/2017
43,48203,0.000118637,12/31/2017
43,48205,0.000380098,12/31/2017
43,48207,0.005348724,12/31/2017
43,48209,3.04166E-05,12/31/2017
43,48211,0.000475792,12/31/2017
43,48213,0,12/31/2017
43,48215,4.70613E-06,12/31/2017
43,48217,0,12/31/2017
43,48219,0,12/31/2017
43,48221,4.13506E-05,12/31/2017
43,48223,0.000173747,12/31/2017
43,48225,0,12/31/2017
43,48227,0,12/31/2017
43,48229,0.000640353,12/31/2017
43,48231,0,12/31/2017
43,48233,0.005690545,12/31/2017
43,48235,0.00119125,12/31/2017
43,48237,0.000223497,12/31/2017
43,48239,0.001526198,12/31/2017
43,48241,0,12/31/2017
