source,fips,value,date
43,48243,0.000883493,12/31/2017
43,48245,0,12/31/2017
43,48247,0.000270306,12/31/2017
43,48249,0,12/31/2017
43,48251,3.70004E-05,12/31/2017
43,48253,0.000399668,12/31/2017
43,48255,0.000131253,12/31/2017
43,48257,0,12/31/2017
43,48259,0.001217465,12/31/2017
43,48261,0.004903697,12/31/2017
43,48263,0,12/31/2017
43,48265,3.89175E-05,12/31/2017
43,48267,0.001551151,12/31/2017
43,48269,0.52169323,12/31/2017
43,48271,0.000544062,12/31/2017
43,48273,0,12/31/2017
43,48275,0,12/31/2017
43,48277,0.000623826,12/31/2017
43,48279,0.000957598,12/31/2017
43,48281,0,12/31/2017
43,48283,0.000905455,12/31/2017
43,48285,0.008097328,12/31/2017
43,48287,0.00011724,12/31/2017
43,48289,0,12/31/2017
43,48291,9.29828E-05,12/31/2017
43,48293,0.00024904,12/31/2017
43,48295,0.001107857,12/31/2017
43,48297,0.000820182,12/31/2017
43,48299,9.78207E-05,12/31/2017
43,48301,0.043781114,12/31/2017
43,48303,1.74985E-05,12/31/2017
43,48305,0.015653661,12/31/2017
43,48307,0,12/31/2017
43,48309,0,12/31/2017
43,48311,0.000526797,12/31/2017
43,48313,0.000118707,12/31/2017
43,48315,0,12/31/2017
43,48317,0.000698028,12/31/2017
43,48319,0.000479255,12/31/2017
43,48321,4.30109E-05,12/31/2017
43,48323,0,12/31/2017
43,48325,0,12/31/2017
43,48327,0.006327521,12/31/2017
43,48329,2.47117E-05,12/31/2017
43,48331,0.000309893,12/31/2017
43,48333,0.000404234,12/31/2017
43,48335,0.00016211,12/31/2017
43,48337,0,12/31/2017
43,48339,1.10736E-05,12/31/2017
43,48341,0,12/31/2017
43,48343,8.829E-05,12/31/2017
43,48345,0.00177333,12/31/2017
43,48347,0,12/31/2017
43,48349,0,12/31/2017
43,48351,0,12/31/2017
43,48353,0.007047976,12/31/2017
43,48355,3.52683E-06,12/31/2017
43,48357,0.000361784,12/31/2017
43,48359,0.001517419,12/31/2017
43,48361,0,12/31/2017
43,48363,5.62237E-05,12/31/2017
43,48365,4.02238E-05,12/31/2017
43,48367,1.25465E-05,12/31/2017
43,48369,0.054003245,12/31/2017
43,48371,0.004604975,12/31/2017
43,48373,0,12/31/2017
43,48375,2.93317E-05,12/31/2017
43,48377,0.000153841,12/31/2017
43,48379,0.001152339,12/31/2017
43,48381,0.000371637,12/31/2017
43,48383,0.080839032,12/31/2017
43,48385,0.001058928,12/31/2017
43,48387,0.000313443,12/31/2017
43,48389,0,12/31/2017
43,48391,0.000314215,12/31/2017
43,48393,0.002222148,12/31/2017
43,48395,0.000439339,12/31/2017
43,48397,4.54467E-05,12/31/2017
43,48399,0.005565084,12/31/2017
43,48401,0.000183295,12/31/2017
43,48403,0,12/31/2017
43,48405,0.000235093,12/31/2017
43,48407,0.000172809,12/31/2017
43,48409,0.000683047,12/31/2017
43,48411,0.00066176,12/31/2017
43,48413,0.001037733,12/31/2017
43,48415,0.00254652,12/31/2017
43,48417,0.01621459,12/31/2017
43,48419,0,12/31/2017
43,48421,0.025996331,12/31/2017
43,48423,1.5642E-05,12/31/2017
43,48425,0.000173569,12/31/2017
43,48427,0.000229259,12/31/2017
43,48429,0.000421888,12/31/2017
43,48431,0.00166503,12/31/2017
43,48433,0.004884051,12/31/2017
43,48435,0,12/31/2017
43,48437,0,12/31/2017
43,48439,2.86812E-06,12/31/2017
43,48441,3.09375E-05,12/31/2017
43,48443,0.016439578,12/31/2017
43,48445,0.000303564,12/31/2017
43,48447,0,12/31/2017
43,48449,0.001400696,12/31/2017
43,48451,8.38146E-05,12/31/2017
43,48453,0,12/31/2017
43,48455,0.000223728,12/31/2017
43,48457,6.99745E-05,12/31/2017
43,48459,9.3639E-05,12/31/2017
43,48461,0.000552584,12/31/2017
43,48463,0,12/31/2017
43,48465,5.96971E-05,12/31/2017
43,48467,0,12/31/2017
43,48469,0,12/31/2017
43,48471,0,12/31/2017
43,48473,0.004782639,12/31/2017
43,48475,0.000171812,12/31/2017
43,48477,9.80137E-05,12/31/2017
43,48479,7.91298E-06,12/31/2017
43,48481,4.95899E-05,12/31/2017
43,48483,0.000437508,12/31/2017
43,48485,2.3386E-05,12/31/2017
43,48487,0.00629257,12/31/2017
43,48489,6.87473E-05,12/31/2017
43,48491,4.05736E-05,12/31/2017
43,48493,0,12/31/2017
43,48495,0.004846642,12/31/2017
43,48497,3.12345E-05,12/31/2017
43,48499,0.000180606,12/31/2017
43,48501,0.000232931,12/31/2017
43,48503,0.002444622,12/31/2017
43,48505,0,12/31/2017
43,48507,0.000455182,12/31/2017
43,49001,0,12/31/2017
43,49003,3.78577E-05,12/31/2017
43,49005,1.6423E-05,12/31/2017
43,49007,9.6309E-05,12/31/2017
43,49009,0.01384531,12/31/2017
43,49011,3.46766E-05,12/31/2017
43,49013,0.000893207,12/31/2017
43,49015,0.000455444,12/31/2017
43,49017,0,12/31/2017
43,49019,0.000471932,12/31/2017
43,49021,4.07284E-05,12/31/2017
43,49023,0.00330295,12/31/2017
43,49025,0.002737222,12/31/2017
43,49027,0.001018116,12/31/2017
43,49029,0.00416119,12/31/2017
43,49031,0.001062091,12/31/2017
43,49033,0.006918922,12/31/2017
43,49035,0,12/31/2017
43,49037,0.000130026,12/31/2017
43,49039,0.00028991,12/31/2017
43,49041,0.000169643,12/31/2017
43,49043,0.000369929,12/31/2017
43,49045,0.000162137,12/31/2017
43,49047,0.000165245,12/31/2017
43,49049,3.42672E-06,12/31/2017
43,49051,0.014649332,12/31/2017
43,49053,0.000193515,12/31/2017
43,49055,0.000731663,12/31/2017
43,49057,1.35961E-05,12/31/2017
43,50001,0.000268227,12/31/2017
43,50003,0.000186295,12/31/2017
43,50005,6.46091E-05,12/31/2017
43,50007,4.46674E-05,12/31/2017
43,50009,0.000649685,12/31/2017
43,50011,0.000119785,12/31/2017
43,50013,0.027378292,12/31/2017
43,50015,7.84204E-05,12/31/2017
43,50017,0.0005605,12/31/2017
43,50019,0,12/31/2017
43,50021,0.001040777,12/31/2017
43,50023,0.002532515,12/31/2017
43,50025,0.000164123,12/31/2017
43,50027,0.000675052,12/31/2017
43,51001,0,12/31/2017
43,53001,0.001296412,12/31/2017
43,53003,0.000898151,12/31/2017
43,53005,2.07369E-05,12/31/2017
43,53007,0.000555276,12/31/2017
43,53009,7.74712E-05,12/31/2017
43,53011,4.1628E-05,12/31/2017
43,53013,0.000493996,12/31/2017
43,53015,1.90703E-05,12/31/2017
43,53017,0.000488701,12/31/2017
43,53019,0.01097378,12/31/2017
43,53021,3.72383E-05,12/31/2017
43,53023,0,12/31/2017
43,53025,0,12/31/2017
43,53027,0.000103953,12/31/2017
43,53029,0,12/31/2017
43,53031,0.000157915,12/31/2017
43,53033,4.55139E-06,12/31/2017
43,53035,1.34292E-05,12/31/2017
43,53037,0,12/31/2017
43,53039,0,12/31/2017
43,53041,0.000303554,12/31/2017
43,53043,0.000351402,12/31/2017
43,53045,3.20858E-05,12/31/2017
43,53047,0.001457136,12/31/2017
43,53049,0.000830196,12/31/2017
43,53051,0,12/31/2017
43,53053,1.3089E-05,12/31/2017
43,53055,0.000604058,12/31/2017
43,53057,0.000134377,12/31/2017
43,53059,0.000872803,12/31/2017
43,53061,2.05763E-05,12/31/2017
43,53063,6.74646E-05,12/31/2017
43,53065,4.50428E-05,12/31/2017
43,53067,2.2252E-05,12/31/2017
43,53069,0.018094616,12/31/2017
43,53071,0,12/31/2017
43,53073,1.52291E-05,12/31/2017
43,53075,0.0001736,12/31/2017
43,53077,0.000206875,12/31/2017
43,54001,0,12/31/2017
43,54003,0,12/31/2017
43,54005,8.50185E-05,12/31/2017
43,54007,0.000137713,12/31/2017
43,54009,0.000239796,12/31/2017
43,54011,0.000388931,12/31/2017
43,54013,0.000954599,12/31/2017
43,54015,0,12/31/2017
43,54017,0.000553229,12/31/2017
43,54019,4.42915E-05,12/31/2017
43,54021,0.000960985,12/31/2017
43,54023,0,12/31/2017
43,54025,2.66935E-05,12/31/2017
43,54027,0.000172134,12/31/2017
43,54029,0,12/31/2017
43,54031,8.58162E-05,12/31/2017
43,54033,6.69677E-05,12/31/2017
43,54035,0,12/31/2017
43,54037,0.000444257,12/31/2017
43,54039,0,12/31/2017
43,54041,0.00012067,12/31/2017
43,54043,0.000130205,12/31/2017
43,54045,0.000206569,12/31/2017
43,54047,0,12/31/2017
43,54049,0.001785011,12/31/2017
43,54051,0,12/31/2017
43,54053,7.31663E-05,12/31/2017
43,54055,3.24047E-05,12/31/2017
43,54057,0.000628214,12/31/2017
43,54059,0.000153955,12/31/2017
43,54061,7.46654E-05,12/31/2017
43,54063,0.000146149,12/31/2017
43,54065,0.009355087,12/31/2017
43,54067,0.000759327,12/31/2017
43,54069,4.60423E-05,12/31/2017
43,54071,0.000276757,12/31/2017
43,54073,0.000262454,12/31/2017
43,54075,0.006091898,12/31/2017
43,54077,0,12/31/2017
43,54079,0.000263659,12/31/2017
43,54081,0,12/31/2017
43,54083,0.000230401,12/31/2017
43,54085,0.000750311,12/31/2017
43,54087,0.000137684,12/31/2017
43,54089,0.000149545,12/31/2017
43,54091,0,12/31/2017
43,54093,0.000280809,12/31/2017
43,54095,0.000724059,12/31/2017
43,54097,0.000128466,12/31/2017
43,54099,0.000994889,12/31/2017
43,54101,0,12/31/2017
43,54103,0.003282267,12/31/2017
43,54105,0.000340602,12/31/2017
43,54107,2.29665E-05,12/31/2017
43,54109,0.00015354,12/31/2017
43,55001,0.000927285,12/31/2017
43,55003,0.002203474,12/31/2017
43,55005,0.000172471,12/31/2017
43,55007,0,12/31/2017
43,55009,0,12/31/2017
43,55011,0.028300976,12/31/2017
43,55013,0.000259268,12/31/2017
43,55015,5.56062E-05,12/31/2017
43,55017,0.000214223,12/31/2017
43,55019,0.001183702,12/31/2017
43,55021,0.000453608,12/31/2017
43,55023,0.000121099,12/31/2017
43,55025,0,12/31/2017
43,55027,7.46715E-05,12/31/2017
43,55029,0.000270664,12/31/2017
43,55031,4.54104E-05,12/31/2017
43,55033,0.001276525,12/31/2017
43,55035,1.92941E-05,12/31/2017
43,55037,0.010235884,12/31/2017
43,55039,1.9352E-05,12/31/2017
43,55041,0.001093243,12/31/2017
43,55043,0.000245877,12/31/2017
43,55045,5.35813E-05,12/31/2017
43,55047,0.000105388,12/31/2017
43,55049,0.001240127,12/31/2017
43,55051,0.000343683,12/31/2017
43,55053,0.000165498,12/31/2017
43,55055,4.67096E-05,12/31/2017
43,55057,7.47527E-05,12/31/2017
43,55059,6.30703E-05,12/31/2017
43,55061,0.000193885,12/31/2017
43,55063,9.47574E-05,12/31/2017
43,55065,0.006154613,12/31/2017
43,55067,0.000102944,12/31/2017
43,55069,7.05683E-05,12/31/2017
43,55071,0.000788411,12/31/2017
43,55073,0.000361535,12/31/2017
43,55075,0.000192153,12/31/2017
43,55077,0.000130275,12/31/2017
43,55078,0.001578287,12/31/2017
43,55079,2.06515E-06,12/31/2017
43,55081,4.36061E-05,12/31/2017
43,55083,3.37465E-05,12/31/2017
43,55085,0.000554335,12/31/2017
43,55087,1.07781E-05,12/31/2017
43,55089,2.24955E-05,12/31/2017
43,55091,0.000271284,12/31/2017
43,55093,0.000394849,12/31/2017
43,55095,6.93026E-05,12/31/2017
43,55097,0.000423333,12/31/2017
43,55099,0.000139796,12/31/2017
43,55101,2.02509E-05,12/31/2017
43,55103,0.000112078,12/31/2017
43,55105,4.31303E-05,12/31/2017
43,55107,0,12/31/2017
43,55109,0.000104281,12/31/2017
43,55111,5.98822E-05,12/31/2017
43,55113,0.001085169,12/31/2017
43,55115,3.45768E-05,12/31/2017
43,55117,8.23879E-06,12/31/2017
43,55119,0.000330155,12/31/2017
43,55121,0.001065733,12/31/2017
43,55123,0.00019249,12/31/2017
43,55125,0.000128846,12/31/2017
43,55127,3.0712E-05,12/31/2017
43,55129,0.000308236,12/31/2017
43,55131,5.54453E-05,12/31/2017
43,55133,0.000117514,12/31/2017
43,55135,0.000175936,12/31/2017
43,55137,0.000196159,12/31/2017
43,55139,1.21181E-05,12/31/2017
43,55141,2.69041E-05,12/31/2017
43,56001,0.000177015,12/31/2017
43,56003,0.000298312,12/31/2017
43,56005,0,12/31/2017
43,56007,0.000659798,12/31/2017
43,56009,0.002024856,12/31/2017
43,56011,0.00062381,12/31/2017
43,56013,0,12/31/2017
43,56015,0.001096273,12/31/2017
43,56017,0.001550057,12/31/2017
43,56019,0.001707384,12/31/2017
43,56021,7.24793E-05,12/31/2017
43,56023,0.000735907,12/31/2017
43,56025,0.000130687,12/31/2017
43,56027,0.004398831,12/31/2017
43,56029,0.000383276,12/31/2017
43,56031,0.006709809,12/31/2017
43,56033,0.000160866,12/31/2017
43,56035,0.000984103,12/31/2017
43,56037,0.000147295,12/31/2017
43,56039,6.89435E-05,12/31/2017
43,56041,0.000148461,12/31/2017
43,56043,0,12/31/2017
43,56045,0.008682493,12/31/2017
43,01001,0.000244083,12/31/2017
43,01003,0.001914095,12/31/2017
43,01005,0,12/31/2017
43,01007,0.001252835,12/31/2017
43,01009,0.000134287,12/31/2017
43,01011,0.002368023,12/31/2017
43,01013,0.000400477,12/31/2017
43,01015,0,12/31/2017
43,01017,0,12/31/2017
43,01019,0.003600273,12/31/2017
43,01021,0.000178585,12/31/2017
43,01023,0.000719013,12/31/2017
43,01025,0.00077014,12/31/2017
43,01027,0.011369341,12/31/2017
43,01029,0.000497211,12/31/2017
43,01031,0.001768437,12/31/2017
43,01033,0.000583556,12/31/2017
43,01035,0,12/31/2017
43,01037,0.000403934,12/31/2017
43,01039,0.000204294,12/31/2017
43,01041,0.000193759,12/31/2017
43,01043,0.000114124,12/31/2017
43,01045,6.39925E-05,12/31/2017
43,01047,0.000676674,12/31/2017
43,01049,3.66273E-05,12/31/2017
43,01051,0.00027807,12/31/2017
43,01053,0.000266752,12/31/2017
43,01055,0.000714863,12/31/2017
43,01057,0.001266628,12/31/2017
43,01059,6.27E-05,12/31/2017
43,01061,8.92137E-05,12/31/2017
43,01063,0.000546368,12/31/2017
43,01065,0,12/31/2017
43,01067,0,12/31/2017
43,01069,0.000749907,12/31/2017
43,01071,5.58752E-05,12/31/2017
43,01073,0,12/31/2017
43,01075,0,12/31/2017
43,01077,1.19481E-05,12/31/2017
43,01079,0.000515118,12/31/2017
43,01081,0,12/31/2017
43,01083,0.00116683,12/31/2017
43,01085,0,12/31/2017
43,01087,0.00089396,12/31/2017
43,01089,4.69805E-06,12/31/2017
43,01091,7.60458E-05,12/31/2017
43,01093,0.000402222,12/31/2017
43,01095,2.08521E-05,12/31/2017
43,01097,0,12/31/2017
43,01099,9.0848E-05,12/31/2017
43,01101,0.000115509,12/31/2017
43,01103,1.32631E-05,12/31/2017
43,01105,0.000114285,12/31/2017
43,01107,0,12/31/2017
43,01109,0.000716914,12/31/2017
43,01111,8.76826E-05,12/31/2017
43,01113,3.37806E-05,12/31/2017
43,01115,0,12/31/2017
43,01117,3.14229E-05,12/31/2017
43,01119,0,12/31/2017
43,01121,2.44225E-05,12/31/2017
43,01123,3.87769E-05,12/31/2017
43,01125,0,12/31/2017
43,01127,1.94728E-05,12/31/2017
43,01129,8.49368E-05,12/31/2017
43,01131,0.000296712,12/31/2017
43,01133,0,12/31/2017
43,02013,0.000591818,12/31/2017
43,02016,0.005410054,12/31/2017
43,02020,6.62416E-06,12/31/2017
43,02050,7.92088E-05,12/31/2017
43,02060,0,12/31/2017
43,02068,0,12/31/2017
43,02070,0.00109617,12/31/2017
43,02090,1.97488E-05,12/31/2017
43,02100,0.004516294,12/31/2017
43,16001,0,12/31/2017
43,16003,0,12/31/2017
43,16005,9.39445E-06,12/31/2017
43,16007,0.000332462,12/31/2017
43,16009,0.000113509,12/31/2017
43,16011,0.000440652,12/31/2017
43,16013,9.15299E-05,12/31/2017
43,16015,0.000283509,12/31/2017
43,16017,0.000632459,12/31/2017
43,16019,0,12/31/2017
43,16021,0.001046802,12/31/2017
43,16023,0,12/31/2017
43,16025,0,12/31/2017
43,16027,9.54218E-06,12/31/2017
43,16029,0,12/31/2017
43,16031,0,12/31/2017
43,16033,0,12/31/2017
43,16035,0.005083997,12/31/2017
43,16037,0.00127851,12/31/2017
43,16039,0,12/31/2017
43,16041,0.000108411,12/31/2017
43,16043,0,12/31/2017
43,16045,0.000553371,12/31/2017
43,16047,0.094091339,12/31/2017
43,16049,0.000305882,12/31/2017
43,16051,0,12/31/2017
43,16053,0.000655095,12/31/2017
43,16055,1.31587E-05,12/31/2017
43,16057,0,12/31/2017
43,16059,0.01915626,12/31/2017
43,16061,0.000516603,12/31/2017
43,16063,0,12/31/2017
43,16065,0.000301688,12/31/2017
43,16067,0.000425086,12/31/2017
43,16069,0.000132311,12/31/2017
43,16071,0.000461132,12/31/2017
43,16073,0.000645539,12/31/2017
43,16075,0,12/31/2017
43,16077,0.002947645,12/31/2017
43,16079,0.00056307,12/31/2017
43,16081,0.000183323,12/31/2017
43,16083,1.72935E-05,12/31/2017
43,16085,0.000195516,12/31/2017
43,16087,0,12/31/2017
43,17001,0.000101752,12/31/2017
43,17003,0.000979581,12/31/2017
43,17005,0.000853564,12/31/2017
43,17007,0,12/31/2017
43,17009,0.000477073,12/31/2017
43,17011,0.000115172,12/31/2017
43,17013,0.000403408,12/31/2017
43,17015,0,12/31/2017
43,17017,0.006754701,12/31/2017
43,17019,0.00017784,12/31/2017
43,17021,0,12/31/2017
43,17023,0.001037119,12/31/2017
43,17025,0.005711263,12/31/2017
43,17027,0.000512242,12/31/2017
43,17029,3.75997E-05,12/31/2017
43,17031,1.20674E-06,12/31/2017
43,17033,0.000172729,12/31/2017
43,17035,0.000181254,12/31/2017
43,17037,7.18545E-05,12/31/2017
43,17039,0.001675551,12/31/2017
43,17041,0.00079697,12/31/2017
43,17043,1.59425E-05,12/31/2017
43,17045,0.000224449,12/31/2017
43,17047,0.011341774,12/31/2017
43,17049,0.000312248,12/31/2017
43,17051,0,12/31/2017
43,17053,0.000117327,12/31/2017
43,17055,5.02643E-05,12/31/2017
43,17057,0,12/31/2017
43,17059,0.00033265,12/31/2017
43,17061,0,12/31/2017
43,17063,7.84968E-05,12/31/2017
43,17065,0.001033311,12/31/2017
43,17067,0,12/31/2017
43,17069,0.000303848,12/31/2017
43,17071,0.012799186,12/31/2017
43,17073,7.95782E-05,12/31/2017
43,17075,4.44289E-05,12/31/2017
43,17077,2.80709E-05,12/31/2017
43,17079,0,12/31/2017
43,17081,0,12/31/2017
43,17083,0,12/31/2017
43,17085,0.00059141,12/31/2017
43,17087,0.000551342,12/31/2017
43,17089,6.62723E-05,12/31/2017
43,17091,0.00058337,12/31/2017
43,17093,6.2993E-05,12/31/2017
43,17095,0.001607339,12/31/2017
43,17097,5.15972E-06,12/31/2017
43,17099,0,12/31/2017
43,17101,0.000144047,12/31/2017
43,17103,0,12/31/2017
43,17105,0.000214657,12/31/2017
43,17107,0.000401958,12/31/2017
43,17109,0.00011754,12/31/2017
43,17111,0.000114665,12/31/2017
43,17113,1.14038E-05,12/31/2017
43,17115,1.68928E-05,12/31/2017
43,17117,0,12/31/2017
43,17119,1.63292E-05,12/31/2017
43,17121,0,12/31/2017
43,17123,0.000894561,12/31/2017
43,17125,0.005211518,12/31/2017
43,17127,0.00233366,12/31/2017
43,17129,0.005772451,12/31/2017
43,17131,9.00565E-05,12/31/2017
43,17133,8.19729E-05,12/31/2017
43,17135,0.004068399,12/31/2017
43,17137,0.000454267,12/31/2017
43,17139,0,12/31/2017
43,17141,2.29624E-05,12/31/2017
43,17143,2.20743E-05,12/31/2017
43,17145,0,12/31/2017
43,17147,0,12/31/2017
43,17149,0.000486122,12/31/2017
43,17151,0.006850779,12/31/2017
43,17153,0.000347125,12/31/2017
43,17155,0.000342313,12/31/2017
43,17157,0,12/31/2017
43,17159,0.000396262,12/31/2017
43,17161,5.6209E-05,12/31/2017
43,17163,7.47066E-06,12/31/2017
43,17165,0.000232886,12/31/2017
43,17167,0.000163915,12/31/2017
43,17169,0.001353489,12/31/2017
43,17171,0.006279496,12/31/2017
43,17173,0.000357114,12/31/2017
43,17175,0.004227853,12/31/2017
43,17177,0,12/31/2017
43,17179,0,12/31/2017
43,17181,0.000114408,12/31/2017
43,17183,2.49408E-05,12/31/2017
43,17185,0.000771889,12/31/2017
43,17187,0.000113345,12/31/2017
43,17189,0.003197356,12/31/2017
43,17191,0.0003243,12/31/2017
43,17193,0.000139256,12/31/2017
43,17195,0.00039911,12/31/2017
43,17197,1.0341E-05,12/31/2017
43,17199,0.000297449,12/31/2017
43,17201,9.89421E-06,12/31/2017
43,17203,0.000188712,12/31/2017
43,18001,0.000103801,12/31/2017
43,18003,7.52062E-06,12/31/2017
43,18005,0.000216508,12/31/2017
43,18007,0.000154673,12/31/2017
43,18009,0.001779137,12/31/2017
43,18011,0.000219454,12/31/2017
43,18013,0.000463365,12/31/2017
43,18015,9.88041E-05,12/31/2017
43,18017,0.005365348,12/31/2017
43,18019,0.000259288,12/31/2017
43,18021,0.0001498,12/31/2017
43,18023,0.000978767,12/31/2017
43,18025,0.02663313,12/31/2017
43,18027,0.000385732,12/31/2017
43,18029,0,12/31/2017
43,18031,7.46031E-05,12/31/2017
43,18033,0.00068383,12/31/2017
43,18035,7.02015E-05,12/31/2017
43,18037,0.000385971,12/31/2017
43,18039,0,12/31/2017
43,18041,0.000104568,12/31/2017
43,18043,0,12/31/2017
43,18045,0.000114108,12/31/2017
43,18047,0,12/31/2017
43,18049,0,12/31/2017
43,18051,5.88013E-05,12/31/2017
43,18053,0,12/31/2017
43,18055,0.000772385,12/31/2017
43,18057,0,12/31/2017
43,18059,2.71448E-05,12/31/2017
43,18061,5.00758E-05,12/31/2017
43,18063,1.24897E-05,12/31/2017
43,18065,4.0607E-05,12/31/2017
43,18067,2.39578E-05,12/31/2017
43,18069,0.001754788,12/31/2017
43,18071,4.51241E-05,12/31/2017
43,18073,0,12/31/2017
43,18075,0,12/31/2017
43,18077,0.000129689,12/31/2017
43,18079,7.09587E-05,12/31/2017
43,18081,1.32264E-05,12/31/2017
43,18083,0,12/31/2017
43,18085,0.00078598,12/31/2017
43,18087,5.10199E-05,12/31/2017
43,18089,0,12/31/2017
43,18091,0.000902559,12/31/2017
43,18093,4.32567E-05,12/31/2017
43,18095,0.000329754,12/31/2017
43,18097,2.10166E-06,12/31/2017
43,18099,2.7043E-05,12/31/2017
43,18101,0.001399603,12/31/2017
43,18103,5.48214E-05,12/31/2017
43,18105,0.00013732,12/31/2017
43,18107,0.000163042,12/31/2017
43,18109,2.84108E-05,12/31/2017
43,18111,0.000168653,12/31/2017
43,18113,4.16585E-05,12/31/2017
43,18115,0.000294101,12/31/2017
43,18117,0.000100672,12/31/2017
43,18119,0.000169675,12/31/2017
43,18121,0.000115783,12/31/2017
43,18123,0.000102735,12/31/2017
43,18125,0.002908346,12/31/2017
43,18127,1.98268E-05,12/31/2017
43,18129,0.000154341,12/31/2017
43,18131,0.000743073,12/31/2017
43,18133,7.36671E-05,12/31/2017
43,18135,0,12/31/2017
43,18137,6.96281E-05,12/31/2017
43,18139,0.00054675,12/31/2017
43,18141,9.70782E-06,12/31/2017
43,18143,0,12/31/2017
43,18145,0.001044351,12/31/2017
43,18147,0.000318225,12/31/2017
43,18149,6.1933E-05,12/31/2017
43,18151,5.73287E-05,12/31/2017
43,18153,0.000374303,12/31/2017
43,18155,0.000372137,12/31/2017
43,18157,0.000112533,12/31/2017
43,18159,0.000129201,12/31/2017
43,18161,0.000273424,12/31/2017
43,18163,1.08644E-05,12/31/2017
43,18165,0.000126278,12/31/2017
43,18167,1.83386E-05,12/31/2017
43,18169,0.000528484,12/31/2017
43,18171,0.00046825,12/31/2017
43,18173,0.000603095,12/31/2017
43,18175,7.10429E-05,12/31/2017
43,18177,5.89945E-05,12/31/2017
43,18179,7.09791E-05,12/31/2017
43,18181,8.13662E-05,12/31/2017
43,18183,5.90033E-05,12/31/2017
43,19001,0.000274679,12/31/2017
43,19003,0.001670163,12/31/2017
43,19005,0.000141714,12/31/2017
43,19007,0.000157447,12/31/2017
43,19009,0.00034591,12/31/2017
43,19011,0.000107841,12/31/2017
43,19013,1.48578E-05,12/31/2017
43,19015,0.000455289,12/31/2017
43,19017,6.06836E-05,12/31/2017
43,19019,0.000183496,12/31/2017
43,19021,9.69851E-05,12/31/2017
43,19023,0.000133281,12/31/2017
43,19025,0.000201293,12/31/2017
43,19027,0.000263038,12/31/2017
43,19029,0.000148232,12/31/2017
43,19031,0.005949699,12/31/2017
43,19033,4.0303E-05,12/31/2017
43,19035,0.000170639,12/31/2017
43,19037,0.000162726,12/31/2017
43,19039,0.001236413,12/31/2017
43,19041,0.004793156,12/31/2017
43,19043,0,12/31/2017
43,19045,4.15132E-05,12/31/2017
43,19047,0.000115317,12/31/2017
43,19049,2.44298E-05,12/31/2017
43,19051,0.000295183,12/31/2017
43,19053,0.000487474,12/31/2017
43,19055,0.000570094,12/31/2017
43,19057,0.001686369,12/31/2017
43,19059,0.000116205,12/31/2017
43,19061,2.04563E-05,12/31/2017
43,19063,0.000204481,12/31/2017
43,19065,9.80927E-05,12/31/2017
43,19067,0.00023849,12/31/2017
43,19069,0.000382624,12/31/2017
43,19071,0.000282819,12/31/2017
43,19073,0.000742501,12/31/2017
43,19075,0.000300625,12/31/2017
43,19077,0.000185248,12/31/2017
43,19079,0.000129958,12/31/2017
43,19081,0.013108707,12/31/2017
43,19083,0.002356057,12/31/2017
43,19085,0.00027275,12/31/2017
43,19087,6.36453E-05,12/31/2017
43,19089,0.00021194,12/31/2017
43,19091,0.00983417,12/31/2017
43,19093,0.000283631,12/31/2017
43,19095,0.00046737,12/31/2017
43,19097,0.001034106,12/31/2017
43,19099,0,12/31/2017
43,19101,0,12/31/2017
43,19103,1.36783E-05,12/31/2017
43,19105,9.6516E-05,12/31/2017
43,19107,0.00167732,12/31/2017
43,19109,0,12/31/2017
43,19111,5.67914E-05,12/31/2017
43,19113,8.97917E-06,12/31/2017
43,19115,0.001406292,12/31/2017
43,19117,0,12/31/2017
43,19119,0.000168198,12/31/2017
43,19121,0.004172153,12/31/2017
43,19123,0,12/31/2017
43,19125,0.000112112,12/31/2017
43,19127,0,12/31/2017
43,19129,0.000216956,12/31/2017
43,19131,0.000185266,12/31/2017
43,19133,0.000311978,12/31/2017
43,19135,0.000808972,12/31/2017
43,19137,0.000470768,12/31/2017
43,19139,9.20481E-05,12/31/2017
43,19141,0.000714032,12/31/2017
43,19143,0,12/31/2017
43,19145,0.000128337,12/31/2017
43,19147,0.000468393,12/31/2017
43,19149,5.0518E-05,12/31/2017
43,19151,0.001122051,12/31/2017
43,19153,4.22804E-06,12/31/2017
43,19155,2.11765E-05,12/31/2017
43,19157,0.000334465,12/31/2017
43,19159,0.000190179,12/31/2017
43,19161,0.000493077,12/31/2017
43,19163,6.72731E-05,12/31/2017
43,19165,0.000409463,12/31/2017
43,19167,0.000312051,12/31/2017
43,19169,0,12/31/2017
43,19171,0.000696854,12/31/2017
43,19173,0.00027976,12/31/2017
43,19175,0,12/31/2017
43,19177,0.001859793,12/31/2017
43,19179,5.59296E-05,12/31/2017
43,19181,0.000214489,12/31/2017
43,19183,0.000354059,12/31/2017
43,19185,0.000542835,12/31/2017
43,19187,0.000196774,12/31/2017
43,19189,0.000524549,12/31/2017
43,19191,9.60141E-05,12/31/2017
43,19193,2.00642E-05,12/31/2017
43,19195,0,12/31/2017
43,19197,0.000307135,12/31/2017
43,20001,0.000154916,12/31/2017
43,20003,0.000695453,12/31/2017
43,20005,0.000239948,12/31/2017
43,20007,0.002271511,12/31/2017
43,20009,3.79523E-05,12/31/2017
43,20011,0.000203479,12/31/2017
43,20013,9.73947E-05,12/31/2017
