fips,measure,source,date
10001,0.748111246742106825904,21,2016-01-01
10003,0.745751756177014334119,21,2016-01-01
10005,0.587156355656240186608,21,2016-01-01
11001,0.423934838470815508854,21,2016-01-01
12001,0.528869240723023178237,21,2016-01-01
12003,0.808344849748960467841,21,2016-01-01
12005,0.485485650607223633517,21,2016-01-01
12007,0.685381300273583603067,21,2016-01-01
12009,0.696424840267009776428,21,2016-01-01
12011,0.606821628134022974180,21,2016-01-01
12013,0.751249088156481512029,21,2016-01-01
12015,0.664082346342911814192,21,2016-01-01
12017,0.763987404645911458619,21,2016-01-01
12019,0.806519329860691082689,21,2016-01-01
12021,0.550617854171019688488,21,2016-01-01
12023,0.719551757887675541332,21,2016-01-01
12027,0.625100043133100439028,21,2016-01-01
12029,0.616401330894419212191,21,2016-01-01
12031,0.589300791669568681214,21,2016-01-01
12033,0.590784179316395343580,21,2016-01-01
12035,0.696854949370537770788,21,2016-01-01
12037,0.414975861348465353612,21,2016-01-01
12039,0.731205026411387138515,21,2016-01-01
12041,0.844449576428066085286,21,2016-01-01
12043,0.511699089806047676127,21,2016-01-01
12045,0.504495984222816066041,21,2016-01-01
12047,0.709361104696131584060,21,2016-01-01
12049,0.632422895000837002090,21,2016-01-01
12051,0.654925421280869797909,21,2016-01-01
12053,0.772279223897448304429,21,2016-01-01
12055,0.655669558906007719969,21,2016-01-01
12057,0.607230964922891946084,21,2016-01-01
12059,0.749603187694969556340,21,2016-01-01
12061,0.655167357651604294737,21,2016-01-01
12063,0.671405198210648377254,21,2016-01-01
12065,0.783861622171146766178,21,2016-01-01
12067,0.708972540221921634610,21,2016-01-01
12069,0.723614578254807874417,21,2016-01-01
12071,0.551763997179852809822,21,2016-01-01
12073,0.534738030564628169458,21,2016-01-01
12075,0.685772308549518143394,21,2016-01-01
12077,0.607409362448787080109,21,2016-01-01
12079,0.733029324398794228229,21,2016-01-01
12081,0.622960494723221126177,21,2016-01-01
12083,0.713472801097755734686,21,2016-01-01
12085,0.711527534924981396559,21,2016-01-01
12086,0.521267795458683255192,21,2016-01-01
12087,0.385385088166256718927,21,2016-01-01
12089,0.726685215121756311423,21,2016-01-01
12091,0.595862399300095186077,21,2016-01-01
12093,0.585142663035177303924,21,2016-01-01
12095,0.555113227443404606810,21,2016-01-01
12097,0.483062621197291778928,21,2016-01-01
12099,0.644030953192643668048,21,2016-01-01
12101,0.698101288250079118080,21,2016-01-01
12103,0.610008345582889477845,21,2016-01-01
12105,0.629244730858006566495,21,2016-01-01
12107,0.638129172027756699987,21,2016-01-01
12109,0.753861512200069159588,21,2016-01-01
12111,0.668679137386867253912,21,2016-01-01
12113,0.760352249580582529017,21,2016-01-01
12115,0.652997261720167595922,21,2016-01-01
12117,0.657619712682231239850,21,2016-01-01
12119,0.829150155731264899553,21,2016-01-01
12121,0.665674483166482770586,21,2016-01-01
12123,0.626930450624819005934,21,2016-01-01
12125,0.691718078145447747242,21,2016-01-01
12127,0.656862134147608067967,21,2016-01-01
12129,0.744980736732905912411,21,2016-01-01
12131,0.417998844081784268515,21,2016-01-01
12133,0.722555190207197729219,21,2016-01-01
13001,0.668412762998886848314,21,2016-01-01
13003,0.668277132003172054638,21,2016-01-01
13005,0.659563756954143282538,21,2016-01-01
13007,0.655210124181784635085,21,2016-01-01
13009,0.492160895017943614162,21,2016-01-01
13011,0.767646997728486296992,21,2016-01-01
13013,0.768149198982889722225,21,2016-01-01
13015,0.693241788520730159079,21,2016-01-01
13017,0.584001407629793364345,21,2016-01-01
13019,0.690300673145185038557,21,2016-01-01
13021,0.497894053863833811707,21,2016-01-01
13023,0.662122417359789930803,21,2016-01-01
13025,0.761186807869530313527,21,2016-01-01
13027,0.724768052668814768382,21,2016-01-01
13029,0.744369786301758193150,21,2016-01-01
13031,0.514805161798002680850,21,2016-01-01
13033,0.686014244920252640222,21,2016-01-01
13035,0.703230828069995368995,21,2016-01-01
13037,0.599910556856879973900,21,2016-01-01
13039,0.593915911226458552511,21,2016-01-01
13043,0.623115676132732646869,21,2016-01-01
13045,0.678165975681729038596,21,2016-01-01
13047,0.786111141658632668497,21,2016-01-01
13049,0.689701941722660273681,21,2016-01-01
13051,0.546518376778018492247,21,2016-01-01
13053,0.260246555155993973584,21,2016-01-01
13055,0.675151546254446191762,21,2016-01-01
13057,0.858077436745247111120,21,2016-01-01
13059,0.382638255027816573130,21,2016-01-01
13061,0.452137532273456525378,21,2016-01-01
13063,0.511828611297450992611,21,2016-01-01
13065,0.715371635037762846149,21,2016-01-01
13067,0.699313413905476193094,21,2016-01-01
13069,0.647690546275218506421,21,2016-01-01
13071,0.610632736923522446929,21,2016-01-01
13073,0.788146828495216869074,21,2016-01-01
13075,0.669481926253395357021,21,2016-01-01
13077,0.818892297992294693162,21,2016-01-01
13079,0.815671367319283917218,21,2016-01-01
13081,0.531104097400161535293,21,2016-01-01
13083,0.750008858781251641929,21,2016-01-01
13085,0.732882696295318775606,21,2016-01-01
13087,0.605874654965744009325,21,2016-01-01
13089,0.556292361775519704984,21,2016-01-01
13091,0.616927970166068546194,21,2016-01-01
13093,0.621720265347991256077,21,2016-01-01
13095,0.457964777485743471689,21,2016-01-01
13097,0.710402164230807297680,21,2016-01-01
13099,0.619265466515639720086,21,2016-01-01
13101,0.609892265000971411185,21,2016-01-01
13103,0.824004731200138807937,21,2016-01-01
13105,0.659836240846435165329,21,2016-01-01
13107,0.651324479439685140585,21,2016-01-01
13109,0.648203744637382590600,21,2016-01-01
13111,0.540280572876000278593,21,2016-01-01
13113,0.902492311188824005953,21,2016-01-01
13115,0.610544760061437175356,21,2016-01-01
13117,0.932582841823711474993,21,2016-01-01
13119,0.627584167586147065543,21,2016-01-01
13121,0.510826652590368733023,21,2016-01-01
13123,0.588653184212552098798,21,2016-01-01
13125,0.658938143712648018015,21,2016-01-01
13127,0.553408675740502470072,21,2016-01-01
13129,0.665872431106174631627,21,2016-01-01
13131,0.597466755132289096856,21,2016-01-01
13133,0.629759151121032946112,21,2016-01-01
13135,0.728878527169576623570,21,2016-01-01
13137,0.719714270702360834656,21,2016-01-01
13139,0.694028692676048421487,21,2016-01-01
13141,0.475572368911420740789,21,2016-01-01
13143,0.732076241726203786182,21,2016-01-01
13145,0.848001642234758925069,21,2016-01-01
13147,0.660376321027569749155,21,2016-01-01
13149,0.715383854046385800534,21,2016-01-01
13151,0.783595247783166360580,21,2016-01-01
13153,0.687352226364466145403,21,2016-01-01
13155,0.701014299905791443517,21,2016-01-01
13157,0.794748758854199123408,21,2016-01-01
13159,0.712593032476903018950,21,2016-01-01
13161,0.708241843506268962374,21,2016-01-01
13163,0.615049908540720457186,21,2016-01-01
13165,0.592117273157159667007,21,2016-01-01
